Channel,LOB,Product,Category,Total Volume Eaches
Channel 4,LOB 1,Product 1324,Category 1,1948
Channel 4,LOB 1,Product 1325,Category 1,3994
Channel 4,LOB 1,Product 1326,Category 1,6490
Channel 4,LOB 1,Product 4149,Category 1,1384
Channel 4,LOB 1,Product 3096,Category 1,46
Channel 4,LOB 1,Product 1327,Category 2,13
Channel 4,LOB 1,Product 1328,Category 2,10
Channel 4,LOB 1,Product 1329,Category 2,56
Channel 4,LOB 6,Product 1329,Category 2,36
Channel 4,LOB 5,Product 1329,Category 2,30
Channel 4,LOB 6,Product 3871,Category 2,30
Channel 4,LOB 2,Product 1330,Category 2,0
Channel 4,LOB 1,Product 1330,Category 2,48
Channel 4,LOB 5,Product 1330,Category 2,354
Channel 4,LOB 2,Product 1341,Category 1,28
Channel 4,LOB 1,Product 1341,Category 1,13
Channel 4,LOB 2,Product 1342,Category 3,1056
Channel 4,LOB 1,Product 1342,Category 3,7949
Channel 4,LOB 6,Product 1342,Category 3,1200
Channel 4,LOB 2,Product 1343,Category 3,1872
Channel 4,LOB 1,Product 1343,Category 3,25781
Channel 4,LOB 6,Product 1343,Category 3,10992
Channel 4,LOB 5,Product 1343,Category 3,67208
Channel 4,LOB 2,Product 1347,Category 3,24
Channel 4,LOB 1,Product 1347,Category 3,216
Channel 4,LOB 1,Product 3124,Category 4,139
Channel 4,LOB 1,Product 1348,Category 4,79
Channel 4,LOB 1,Product 1351,Category 2,44
Channel 4,LOB 5,Product 1351,Category 2,95
Channel 4,LOB 2,Product 1354,Category 2,12
Channel 4,LOB 1,Product 1354,Category 2,70
Channel 4,LOB 6,Product 1354,Category 2,36
Channel 4,LOB 2,Product 1356,Category 2,59
Channel 4,LOB 1,Product 1356,Category 2,149
Channel 4,LOB 6,Product 1356,Category 2,684
Channel 4,LOB 5,Product 1356,Category 2,180
Channel 4,LOB 2,Product 1357,Category 2,6
Channel 4,LOB 1,Product 1357,Category 2,16
Channel 4,LOB 6,Product 1357,Category 2,360
Channel 4,LOB 5,Product 1357,Category 2,60
Channel 4,LOB 2,Product 1358,Category 2,10
Channel 4,LOB 1,Product 1358,Category 2,58
Channel 4,LOB 6,Product 1358,Category 2,456
Channel 4,LOB 1,Product 1360,Category 2,68
Channel 4,LOB 6,Product 1360,Category 2,36
Channel 4,LOB 5,Product 1360,Category 2,30
Channel 4,LOB 1,Product 1361,Category 2,77
Channel 4,LOB 6,Product 1361,Category 2,264
Channel 4,LOB 5,Product 1361,Category 2,180
Channel 4,LOB 1,Product 1362,Category 2,47
Channel 4,LOB 6,Product 1362,Category 2,24
Channel 4,LOB 5,Product 1362,Category 2,60
Channel 4,LOB 2,Product 1363,Category 2,46
Channel 4,LOB 1,Product 1363,Category 2,182
Channel 4,LOB 6,Product 1363,Category 2,240
Channel 4,LOB 5,Product 1363,Category 2,288
Channel 4,LOB 2,Product 1364,Category 1,2
Channel 4,LOB 1,Product 1364,Category 1,74
Channel 4,LOB 6,Product 1364,Category 1,144
Channel 4,LOB 5,Product 1364,Category 1,132
Channel 4,LOB 1,Product 1365,Category 1,140
Channel 4,LOB 6,Product 3127,Category 1,2
Channel 4,LOB 2,Product 1366,Category 2,21
Channel 4,LOB 1,Product 1366,Category 2,64
Channel 4,LOB 6,Product 1366,Category 2,72
Channel 4,LOB 2,Product 1368,Category 2,852
Channel 4,LOB 1,Product 1368,Category 2,24
Channel 4,LOB 5,Product 1368,Category 2,372
Channel 4,LOB 2,Product 1369,Category 2,952
Channel 4,LOB 1,Product 1369,Category 2,352
Channel 4,LOB 6,Product 1369,Category 2,660
Channel 4,LOB 5,Product 1369,Category 2,804
Channel 4,LOB 2,Product 1370,Category 2,1541
Channel 4,LOB 1,Product 1370,Category 2,139
Channel 4,LOB 6,Product 1370,Category 2,84
Channel 4,LOB 5,Product 1370,Category 2,420
Channel 4,LOB 1,Product 1371,Category 2,16
Channel 4,LOB 1,Product 1372,Category 2,2
Channel 4,LOB 2,Product 1373,Category 2,8
Channel 4,LOB 1,Product 1373,Category 2,61
Channel 4,LOB 5,Product 1373,Category 2,24
Channel 4,LOB 2,Product 1374,Category 2,19
Channel 4,LOB 1,Product 1374,Category 2,112
Channel 4,LOB 1,Product 1375,Category 2,6
Channel 4,LOB 2,Product 1376,Category 2,1275
Channel 4,LOB 1,Product 1376,Category 2,262
Channel 4,LOB 6,Product 1376,Category 2,576
Channel 4,LOB 5,Product 1376,Category 2,816
Channel 4,LOB 2,Product 1377,Category 2,1705
Channel 4,LOB 1,Product 1377,Category 2,257
Channel 4,LOB 6,Product 1377,Category 2,552
Channel 4,LOB 5,Product 1377,Category 2,1860
Channel 4,LOB 2,Product 1378,Category 2,26
Channel 4,LOB 1,Product 1378,Category 2,32
Channel 4,LOB 5,Product 1378,Category 2,24
Channel 4,LOB 2,Product 1379,Category 2,33
Channel 4,LOB 1,Product 1379,Category 2,49
Channel 4,LOB 5,Product 1379,Category 2,150
Channel 4,LOB 1,Product 1381,Category 2,26
Channel 4,LOB 1,Product 1383,Category 2,35
Channel 4,LOB 6,Product 1383,Category 2,132
Channel 4,LOB 5,Product 1383,Category 2,204
Channel 4,LOB 1,Product 4150,Category 1,996
Channel 4,LOB 1,Product 4151,Category 1,7
Channel 4,LOB 1,Product 3146,Category 1,1
Channel 4,LOB 1,Product 3147,Category 1,185
Channel 4,LOB 1,Product 1384,Category 1,43
Channel 4,LOB 6,Product 1384,Category 1,144
Channel 4,LOB 2,Product 1388,Category 2,111
Channel 4,LOB 1,Product 1388,Category 2,119
Channel 4,LOB 5,Product 1388,Category 2,18
Channel 4,LOB 1,Product 4152,Category 2,12
Channel 4,LOB 1,Product 3151,Category 2,11
Channel 4,LOB 5,Product 3151,Category 2,126
Channel 4,LOB 2,Product 1391,Category 1,2
Channel 4,LOB 1,Product 1391,Category 1,79
Channel 4,LOB 6,Product 1391,Category 1,198
Channel 4,LOB 2,Product 1394,Category 2,88
Channel 4,LOB 1,Product 1394,Category 2,165
Channel 4,LOB 1,Product 3160,Category 2,117
Channel 4,LOB 1,Product 3161,Category 2,7
Channel 4,LOB 2,Product 1396,Category 2,26
Channel 4,LOB 1,Product 4153,Category 1,117
Channel 4,LOB 6,Product 4153,Category 1,252
Channel 4,LOB 1,Product 1401,Category 2,445
Channel 4,LOB 6,Product 1401,Category 2,116
Channel 4,LOB 5,Product 1401,Category 2,576
Channel 4,LOB 2,Product 1402,Category 2,179
Channel 4,LOB 1,Product 1402,Category 2,222
Channel 4,LOB 6,Product 1402,Category 2,400
Channel 4,LOB 5,Product 1402,Category 2,368
Channel 4,LOB 2,Product 1403,Category 2,2293
Channel 4,LOB 1,Product 1403,Category 2,279
Channel 4,LOB 6,Product 1403,Category 2,80
Channel 4,LOB 5,Product 1403,Category 2,364
Channel 4,LOB 2,Product 1406,Category 2,99
Channel 4,LOB 1,Product 1406,Category 2,107
Channel 4,LOB 6,Product 1406,Category 2,36
Channel 4,LOB 2,Product 1407,Category 2,11
Channel 4,LOB 1,Product 1407,Category 2,187
Channel 4,LOB 6,Product 1407,Category 2,24
Channel 4,LOB 5,Product 1407,Category 2,480
Channel 4,LOB 2,Product 1408,Category 2,3
Channel 4,LOB 1,Product 1408,Category 2,62
Channel 4,LOB 6,Product 1408,Category 2,60
Channel 4,LOB 2,Product 1409,Category 2,26
Channel 4,LOB 1,Product 1409,Category 2,318
Channel 4,LOB 6,Product 1409,Category 2,564
Channel 4,LOB 5,Product 1409,Category 2,720
Channel 4,LOB 1,Product 1421,Category 2,2
Channel 4,LOB 1,Product 4154,Category 2,3
Channel 4,LOB 2,Product 1422,Category 2,207
Channel 4,LOB 1,Product 1422,Category 2,118
Channel 4,LOB 6,Product 1422,Category 2,1104
Channel 4,LOB 5,Product 1422,Category 2,276
Channel 4,LOB 2,Product 1423,Category 2,172
Channel 4,LOB 1,Product 1423,Category 2,56
Channel 4,LOB 6,Product 1423,Category 2,84
Channel 4,LOB 2,Product 1424,Category 2,4
Channel 4,LOB 1,Product 1424,Category 2,55
Channel 4,LOB 5,Product 1424,Category 2,60
Channel 4,LOB 2,Product 3192,Category 2,13
Channel 4,LOB 2,Product 1425,Category 2,32
Channel 4,LOB 1,Product 1425,Category 2,40
Channel 4,LOB 5,Product 1425,Category 2,24
Channel 4,LOB 1,Product 1426,Category 2,16
Channel 4,LOB 5,Product 1426,Category 2,12
Channel 4,LOB 2,Product 4155,Category 2,1
Channel 4,LOB 1,Product 4155,Category 2,331
Channel 4,LOB 6,Product 4155,Category 2,48
Channel 4,LOB 5,Product 4155,Category 2,174
Channel 4,LOB 2,Product 1427,Category 2,16
Channel 4,LOB 1,Product 1427,Category 2,50
Channel 4,LOB 6,Product 1427,Category 2,60
Channel 4,LOB 5,Product 1427,Category 2,138
Channel 4,LOB 2,Product 1428,Category 2,4
Channel 4,LOB 1,Product 1428,Category 2,64
Channel 4,LOB 6,Product 1428,Category 2,144
Channel 4,LOB 5,Product 1428,Category 2,60
Channel 4,LOB 2,Product 1429,Category 2,24
Channel 4,LOB 1,Product 1429,Category 2,77
Channel 4,LOB 6,Product 1429,Category 2,30
Channel 4,LOB 2,Product 1430,Category 2,19
Channel 4,LOB 1,Product 1430,Category 2,94
Channel 4,LOB 6,Product 1430,Category 2,120
Channel 4,LOB 5,Product 1430,Category 2,84
Channel 4,LOB 2,Product 1431,Category 1,3
Channel 4,LOB 1,Product 1431,Category 1,16
Channel 4,LOB 6,Product 1431,Category 1,240
Channel 4,LOB 5,Product 1431,Category 1,30
Channel 4,LOB 1,Product 1433,Category 1,13780
Channel 4,LOB 1,Product 1435,Category 1,564
Channel 4,LOB 1,Product 1440,Category 1,20490
Channel 4,LOB 1,Product 4156,Category 1,270
Channel 4,LOB 1,Product 1445,Category 1,3
Channel 4,LOB 5,Product 1445,Category 1,72
Channel 4,LOB 1,Product 1446,Category 1,6
Channel 4,LOB 5,Product 1446,Category 1,54
Channel 4,LOB 1,Product 1447,Category 1,22
Channel 4,LOB 5,Product 1447,Category 1,96
Channel 4,LOB 1,Product 1448,Category 1,6
Channel 4,LOB 5,Product 1448,Category 1,60
Channel 4,LOB 1,Product 1449,Category 1,5
Channel 4,LOB 5,Product 1449,Category 1,24
Channel 4,LOB 1,Product 1450,Category 1,3
Channel 4,LOB 5,Product 1450,Category 1,42
Channel 4,LOB 1,Product 1453,Category 2,25
Channel 4,LOB 5,Product 1453,Category 2,0
Channel 4,LOB 2,Product 1455,Category 2,10
Channel 4,LOB 1,Product 1455,Category 2,8
Channel 4,LOB 1,Product 1456,Category 1,31
Channel 4,LOB 2,Product 1458,Category 2,12
Channel 4,LOB 1,Product 1458,Category 2,42
Channel 4,LOB 1,Product 1460,Category 2,47
Channel 4,LOB 1,Product 1461,Category 2,1
Channel 4,LOB 1,Product 1462,Category 2,8
Channel 4,LOB 6,Product 1462,Category 2,54
Channel 4,LOB 5,Product 1462,Category 2,60
Channel 4,LOB 1,Product 1464,Category 2,56
Channel 4,LOB 1,Product 1466,Category 2,7
Channel 4,LOB 6,Product 1466,Category 2,72
Channel 4,LOB 1,Product 1469,Category 2,4
Channel 4,LOB 2,Product 1472,Category 2,160
Channel 4,LOB 1,Product 1472,Category 2,28
Channel 4,LOB 1,Product 4157,Category 2,2
Channel 4,LOB 1,Product 4158,Category 1,1016
Channel 4,LOB 2,Product 1479,Category 1,11
Channel 4,LOB 1,Product 1479,Category 1,69
Channel 4,LOB 1,Product 1480,Category 2,18
Channel 4,LOB 1,Product 3218,Category 2,148
Channel 4,LOB 6,Product 3218,Category 2,300
Channel 4,LOB 5,Product 3218,Category 2,120
Channel 4,LOB 1,Product 1481,Category 2,142
Channel 4,LOB 6,Product 1481,Category 2,300
Channel 4,LOB 5,Product 1481,Category 2,204
Channel 4,LOB 1,Product 3219,Category 2,193
Channel 4,LOB 6,Product 3219,Category 2,420
Channel 4,LOB 5,Product 3219,Category 2,120
Channel 4,LOB 1,Product 1482,Category 2,21
Channel 4,LOB 6,Product 1482,Category 2,30
Channel 4,LOB 5,Product 1482,Category 2,24
Channel 4,LOB 1,Product 1483,Category 2,3
Channel 4,LOB 1,Product 3226,Category 2,2
Channel 4,LOB 5,Product 3226,Category 2,16
Channel 4,LOB 1,Product 1488,Category 2,1
Channel 4,LOB 2,Product 1489,Category 2,8
Channel 4,LOB 1,Product 1489,Category 2,24
Channel 4,LOB 6,Product 3900,Category 2,18
Channel 4,LOB 6,Product 1490,Category 2,18
Channel 4,LOB 2,Product 1496,Category 2,2
Channel 4,LOB 6,Product 1496,Category 2,6
Channel 4,LOB 6,Product 4159,Category 2,6
Channel 4,LOB 1,Product 4160,Category 2,1
Channel 4,LOB 6,Product 4161,Category 2,480
Channel 4,LOB 2,Product 1502,Category 2,337
Channel 4,LOB 1,Product 1502,Category 2,52
Channel 4,LOB 6,Product 1502,Category 2,390
Channel 4,LOB 5,Product 1502,Category 2,60
Channel 4,LOB 2,Product 1503,Category 2,3
Channel 4,LOB 1,Product 1503,Category 2,94
Channel 4,LOB 2,Product 3242,Category 2,80
Channel 4,LOB 1,Product 3242,Category 2,6
Channel 4,LOB 6,Product 3242,Category 2,612
Channel 4,LOB 5,Product 3242,Category 2,390
Channel 4,LOB 6,Product 4162,Category 2,42
Channel 4,LOB 1,Product 1506,Category 2,8
Channel 4,LOB 1,Product 3244,Category 2,2
Channel 4,LOB 1,Product 4163,Category 2,3
Channel 4,LOB 6,Product 4164,Category 2,120
Channel 4,LOB 1,Product 4165,Category 2,26
Channel 4,LOB 6,Product 4166,Category 2,180
Channel 4,LOB 2,Product 1514,Category 3,14400
Channel 4,LOB 1,Product 1514,Category 3,16116
Channel 4,LOB 6,Product 1514,Category 3,58512
Channel 4,LOB 5,Product 1514,Category 3,27120
Channel 4,LOB 2,Product 1515,Category 3,914
Channel 4,LOB 5,Product 1515,Category 3,35
Channel 4,LOB 1,Product 1516,Category 1,154
Channel 4,LOB 2,Product 1517,Category 2,16
Channel 4,LOB 1,Product 1517,Category 2,45
Channel 4,LOB 6,Product 1517,Category 2,132
Channel 4,LOB 5,Product 1517,Category 2,360
Channel 4,LOB 1,Product 1518,Category 2,3
Channel 4,LOB 5,Product 1518,Category 2,12
Channel 4,LOB 1,Product 1519,Category 1,72
Channel 4,LOB 5,Product 1519,Category 1,120
Channel 4,LOB 1,Product 1520,Category 1,675
Channel 4,LOB 5,Product 1520,Category 1,870
Channel 4,LOB 1,Product 1521,Category 1,687
Channel 4,LOB 5,Product 1521,Category 1,180
Channel 4,LOB 2,Product 1522,Category 2,13807
Channel 4,LOB 1,Product 1522,Category 2,134
Channel 4,LOB 5,Product 1522,Category 2,942
Channel 4,LOB 2,Product 3255,Category 2,28
Channel 4,LOB 1,Product 3255,Category 2,184
Channel 4,LOB 6,Product 3255,Category 2,138
Channel 4,LOB 5,Product 3255,Category 2,384
Channel 4,LOB 1,Product 1523,Category 3,312
Channel 4,LOB 5,Product 1523,Category 3,4320
Channel 4,LOB 2,Product 4167,Category 1,18
Channel 4,LOB 1,Product 4167,Category 1,25
Channel 4,LOB 1,Product 4168,Category 1,26
Channel 4,LOB 6,Product 4168,Category 1,36
Channel 4,LOB 2,Product 1526,Category 2,14
Channel 4,LOB 1,Product 1526,Category 2,5
Channel 4,LOB 1,Product 1533,Category 2,6
Channel 4,LOB 6,Product 1533,Category 2,24
Channel 4,LOB 5,Product 1533,Category 2,12
Channel 4,LOB 1,Product 1534,Category 2,13
Channel 4,LOB 6,Product 1534,Category 2,96
Channel 4,LOB 5,Product 1534,Category 2,228
Channel 4,LOB 1,Product 1541,Category 2,14
Channel 4,LOB 2,Product 1545,Category 2,324
Channel 4,LOB 1,Product 1545,Category 2,58
Channel 4,LOB 6,Product 1545,Category 2,120
Channel 4,LOB 5,Product 1545,Category 2,36
Channel 4,LOB 2,Product 1546,Category 3,96
Channel 4,LOB 1,Product 1546,Category 3,946
Channel 4,LOB 6,Product 1546,Category 3,8424
Channel 4,LOB 1,Product 1548,Category 1,1073
Channel 4,LOB 1,Product 1550,Category 2,3
Channel 4,LOB 1,Product 4169,Category 2,211
Channel 4,LOB 6,Product 4169,Category 2,600
Channel 4,LOB 5,Product 4169,Category 2,282
Channel 4,LOB 2,Product 1554,Category 2,161
Channel 4,LOB 1,Product 1554,Category 2,201
Channel 4,LOB 6,Product 1554,Category 2,804
Channel 4,LOB 5,Product 1554,Category 2,342
Channel 4,LOB 6,Product 4170,Category 2,180
Channel 4,LOB 6,Product 4171,Category 2,300
Channel 4,LOB 2,Product 1555,Category 2,326
Channel 4,LOB 1,Product 1555,Category 2,101
Channel 4,LOB 6,Product 1555,Category 2,30
Channel 4,LOB 5,Product 1555,Category 2,132
Channel 4,LOB 2,Product 1557,Category 2,15
Channel 4,LOB 1,Product 1557,Category 2,59
Channel 4,LOB 6,Product 1557,Category 2,12
Channel 4,LOB 5,Product 1557,Category 2,480
Channel 4,LOB 2,Product 1558,Category 2,53
Channel 4,LOB 1,Product 1558,Category 2,54
Channel 4,LOB 1,Product 1559,Category 2,22
Channel 4,LOB 5,Product 1559,Category 2,6
Channel 4,LOB 1,Product 1560,Category 3,172662
Channel 4,LOB 1,Product 3288,Category 1,434
Channel 4,LOB 2,Product 1570,Category 1,44
Channel 4,LOB 1,Product 1570,Category 1,118
Channel 4,LOB 6,Product 1570,Category 1,84
Channel 4,LOB 1,Product 4172,Category 1,34
Channel 4,LOB 6,Product 4172,Category 1,12
Channel 4,LOB 2,Product 1572,Category 1,14
Channel 4,LOB 1,Product 1572,Category 1,3
Channel 4,LOB 1,Product 1574,Category 1,81
Channel 4,LOB 2,Product 1576,Category 2,229
Channel 4,LOB 1,Product 1576,Category 2,114
Channel 4,LOB 5,Product 1576,Category 2,138
Channel 4,LOB 2,Product 1581,Category 2,3
Channel 4,LOB 5,Product 1583,Category 2,222
Channel 4,LOB 1,Product 3306,Category 2,52
Channel 4,LOB 1,Product 1590,Category 1,47
Channel 4,LOB 6,Product 1590,Category 1,180
Channel 4,LOB 5,Product 1590,Category 1,54
Channel 4,LOB 1,Product 3315,Category 1,1
Channel 4,LOB 6,Product 3316,Category 1,40
Channel 4,LOB 1,Product 1595,Category 1,1032
Channel 4,LOB 2,Product 1596,Category 1,7
Channel 4,LOB 1,Product 1596,Category 1,15
Channel 4,LOB 6,Product 1596,Category 1,96
Channel 4,LOB 5,Product 1596,Category 1,77
Channel 4,LOB 2,Product 3323,Category 1,1
Channel 4,LOB 6,Product 3323,Category 1,42
Channel 4,LOB 5,Product 3323,Category 1,102
Channel 4,LOB 2,Product 1597,Category 1,1
Channel 4,LOB 1,Product 1597,Category 1,4
Channel 4,LOB 6,Product 1597,Category 1,76
Channel 4,LOB 5,Product 1597,Category 1,78
Channel 4,LOB 1,Product 1599,Category 2,27
Channel 4,LOB 6,Product 1599,Category 2,120
Channel 4,LOB 5,Product 1599,Category 2,30
Channel 4,LOB 1,Product 1600,Category 2,10
Channel 4,LOB 2,Product 1602,Category 2,4
Channel 4,LOB 1,Product 1602,Category 2,42
Channel 4,LOB 6,Product 1602,Category 2,60
Channel 4,LOB 1,Product 1605,Category 2,118
Channel 4,LOB 6,Product 1605,Category 2,120
Channel 4,LOB 5,Product 1605,Category 2,66
Channel 4,LOB 1,Product 1606,Category 2,53
Channel 4,LOB 6,Product 1606,Category 2,78
Channel 4,LOB 5,Product 1606,Category 2,36
Channel 4,LOB 1,Product 3333,Category 2,2
Channel 4,LOB 1,Product 1607,Category 2,22
Channel 4,LOB 6,Product 1607,Category 2,126
Channel 4,LOB 1,Product 1608,Category 2,103
Channel 4,LOB 6,Product 1608,Category 2,150
Channel 4,LOB 5,Product 1608,Category 2,18
Channel 4,LOB 1,Product 1610,Category 2,7
Channel 4,LOB 1,Product 1611,Category 2,20
Channel 4,LOB 1,Product 3334,Category 2,81
Channel 4,LOB 5,Product 3334,Category 2,12
Channel 4,LOB 1,Product 1612,Category 2,8
Channel 4,LOB 5,Product 1612,Category 2,6
Channel 4,LOB 2,Product 1617,Category 1,6695
Channel 4,LOB 1,Product 1617,Category 1,2071
Channel 4,LOB 5,Product 1617,Category 1,420
Channel 4,LOB 1,Product 3336,Category 1,1559
Channel 4,LOB 1,Product 3337,Category 1,389
Channel 4,LOB 1,Product 3338,Category 1,1673
Channel 4,LOB 1,Product 1619,Category 1,245
Channel 4,LOB 2,Product 3339,Category 1,4
Channel 4,LOB 1,Product 3339,Category 1,82
Channel 4,LOB 1,Product 1621,Category 1,60590
Channel 4,LOB 1,Product 3341,Category 1,313
Channel 4,LOB 1,Product 3346,Category 2,229
Channel 4,LOB 6,Product 3346,Category 2,240
Channel 4,LOB 5,Product 3346,Category 2,162
Channel 4,LOB 2,Product 1625,Category 2,2
Channel 4,LOB 1,Product 1625,Category 2,6
Channel 4,LOB 5,Product 1625,Category 2,672
Channel 4,LOB 1,Product 3348,Category 2,74
Channel 4,LOB 6,Product 3348,Category 2,60
Channel 4,LOB 5,Product 3348,Category 2,144
Channel 4,LOB 1,Product 3349,Category 2,50
Channel 4,LOB 6,Product 3349,Category 2,72
Channel 4,LOB 5,Product 3349,Category 2,282
Channel 4,LOB 1,Product 1626,Category 2,6
Channel 4,LOB 1,Product 1627,Category 2,7
Channel 4,LOB 5,Product 1627,Category 2,6
Channel 4,LOB 2,Product 1629,Category 1,15
Channel 4,LOB 1,Product 1629,Category 1,59
Channel 4,LOB 6,Product 1629,Category 1,5
Channel 4,LOB 1,Product 1631,Category 2,12
Channel 4,LOB 5,Product 1631,Category 2,222
Channel 4,LOB 2,Product 1632,Category 2,36
Channel 4,LOB 1,Product 1632,Category 2,21
Channel 4,LOB 2,Product 1634,Category 1,94
Channel 4,LOB 1,Product 1634,Category 1,18
Channel 4,LOB 5,Product 1634,Category 1,168
Channel 4,LOB 2,Product 1636,Category 1,1
Channel 4,LOB 1,Product 1636,Category 1,9
Channel 4,LOB 6,Product 1636,Category 1,360
Channel 4,LOB 2,Product 1637,Category 1,11
Channel 4,LOB 1,Product 1637,Category 1,23
Channel 4,LOB 6,Product 1637,Category 1,120
Channel 4,LOB 2,Product 1639,Category 3,840
Channel 4,LOB 1,Product 1639,Category 3,23860
Channel 4,LOB 1,Product 3359,Category 3,36674
Channel 4,LOB 2,Product 1640,Category 2,12
Channel 4,LOB 1,Product 1640,Category 2,4
Channel 4,LOB 2,Product 1641,Category 2,17
Channel 4,LOB 1,Product 1641,Category 2,10
Channel 4,LOB 1,Product 1642,Category 2,9
Channel 4,LOB 1,Product 1645,Category 2,14
Channel 4,LOB 1,Product 1649,Category 2,117
Channel 4,LOB 1,Product 1650,Category 2,195
Channel 4,LOB 6,Product 1650,Category 2,210
Channel 4,LOB 5,Product 1650,Category 2,12
Channel 4,LOB 1,Product 1651,Category 2,49
Channel 4,LOB 2,Product 1652,Category 2,3
Channel 4,LOB 1,Product 1652,Category 2,1
Channel 4,LOB 1,Product 1653,Category 2,1
Channel 4,LOB 1,Product 1654,Category 2,57
Channel 4,LOB 5,Product 1654,Category 2,12
Channel 4,LOB 1,Product 1655,Category 2,164
Channel 4,LOB 5,Product 1655,Category 2,60
Channel 4,LOB 2,Product 1662,Category 2,3
Channel 4,LOB 1,Product 1662,Category 2,2
Channel 4,LOB 1,Product 1663,Category 2,14
Channel 4,LOB 5,Product 1663,Category 2,66
Channel 4,LOB 2,Product 1664,Category 2,27
Channel 4,LOB 1,Product 1664,Category 2,14
Channel 4,LOB 6,Product 1664,Category 2,42
Channel 4,LOB 5,Product 1664,Category 2,6
Channel 4,LOB 2,Product 1665,Category 2,921
Channel 4,LOB 1,Product 1665,Category 2,110
Channel 4,LOB 6,Product 1665,Category 2,60
Channel 4,LOB 5,Product 1665,Category 2,504
Channel 4,LOB 2,Product 1666,Category 2,38
Channel 4,LOB 1,Product 1666,Category 2,75
Channel 4,LOB 5,Product 1666,Category 2,588
Channel 4,LOB 1,Product 1671,Category 2,2
Channel 4,LOB 5,Product 1672,Category 2,12
Channel 4,LOB 1,Product 1673,Category 2,30
Channel 4,LOB 1,Product 1675,Category 2,26
Channel 4,LOB 1,Product 4173,Category 1,60
Channel 4,LOB 6,Product 4173,Category 1,582
Channel 4,LOB 5,Product 4173,Category 1,90
Channel 4,LOB 1,Product 1682,Category 1,124
Channel 4,LOB 2,Product 1683,Category 2,6
Channel 4,LOB 2,Product 1684,Category 2,60
Channel 4,LOB 1,Product 1684,Category 2,109
Channel 4,LOB 1,Product 1685,Category 2,8
Channel 4,LOB 2,Product 1686,Category 2,12
Channel 4,LOB 1,Product 1686,Category 2,82
Channel 4,LOB 6,Product 1686,Category 2,240
Channel 4,LOB 5,Product 1686,Category 2,360
Channel 4,LOB 1,Product 1687,Category 2,154
Channel 4,LOB 6,Product 1687,Category 2,120
Channel 4,LOB 5,Product 1687,Category 2,156
Channel 4,LOB 2,Product 1688,Category 2,113
Channel 4,LOB 1,Product 1688,Category 2,84
Channel 4,LOB 6,Product 1688,Category 2,216
Channel 4,LOB 5,Product 1688,Category 2,240
Channel 4,LOB 2,Product 1689,Category 3,2759
Channel 4,LOB 1,Product 1689,Category 3,5702
Channel 4,LOB 2,Product 1691,Category 1,2
Channel 4,LOB 1,Product 1691,Category 1,18
Channel 4,LOB 6,Product 1691,Category 1,1968
Channel 4,LOB 2,Product 1692,Category 1,6
Channel 4,LOB 1,Product 1692,Category 1,5
Channel 4,LOB 6,Product 1692,Category 1,12
Channel 4,LOB 5,Product 1692,Category 1,12
Channel 4,LOB 2,Product 1694,Category 1,2
Channel 4,LOB 1,Product 1694,Category 1,9
Channel 4,LOB 1,Product 1695,Category 1,4
Channel 4,LOB 1,Product 4174,Category 1,5
Channel 4,LOB 6,Product 4174,Category 1,4164
Channel 4,LOB 1,Product 1696,Category 1,463
Channel 4,LOB 6,Product 1696,Category 1,2232
Channel 4,LOB 5,Product 1696,Category 1,36
Channel 4,LOB 6,Product 1697,Category 1,680
Channel 4,LOB 1,Product 4175,Category 1,324
Channel 4,LOB 1,Product 4176,Category 1,104
Channel 4,LOB 6,Product 4176,Category 1,300
Channel 4,LOB 1,Product 4177,Category 1,373
Channel 4,LOB 6,Product 4177,Category 1,26567
Channel 4,LOB 5,Product 4177,Category 1,480
Channel 4,LOB 1,Product 1699,Category 1,15
Channel 4,LOB 1,Product 1700,Category 1,94
Channel 4,LOB 6,Product 1700,Category 1,264
Channel 4,LOB 1,Product 1701,Category 1,46
Channel 4,LOB 6,Product 1701,Category 1,540
Channel 4,LOB 2,Product 3409,Category 1,3552
Channel 4,LOB 1,Product 3409,Category 1,5538
Channel 4,LOB 6,Product 3409,Category 1,110208
Channel 4,LOB 5,Product 3409,Category 1,50279
Channel 4,LOB 2,Product 1702,Category 1,96
Channel 4,LOB 1,Product 1702,Category 1,2787
Channel 4,LOB 5,Product 1702,Category 1,17952
Channel 4,LOB 2,Product 1704,Category 1,1
Channel 4,LOB 1,Product 1704,Category 1,47
Channel 4,LOB 6,Product 1704,Category 1,9600
Channel 4,LOB 1,Product 1706,Category 1,500
Channel 4,LOB 1,Product 1708,Category 1,50
Channel 4,LOB 2,Product 4178,Category 1,928
Channel 4,LOB 1,Product 4178,Category 1,604
Channel 4,LOB 6,Product 4178,Category 1,12360
Channel 4,LOB 5,Product 4178,Category 1,318
Channel 4,LOB 2,Product 4179,Category 1,48
Channel 4,LOB 1,Product 4179,Category 1,1290
Channel 4,LOB 6,Product 4179,Category 1,36732
Channel 4,LOB 5,Product 4179,Category 1,1200
Channel 4,LOB 2,Product 4180,Category 1,24
Channel 4,LOB 1,Product 4180,Category 1,875
Channel 4,LOB 6,Product 4180,Category 1,16008
Channel 4,LOB 1,Product 4181,Category 1,430
Channel 4,LOB 6,Product 4181,Category 1,9720
Channel 4,LOB 2,Product 4182,Category 1,1116
